originals	paraphrase_1	paraphrase_2	paraphrase_3	paraphrase_4
"7
Corpus Method Precision C. Recall C. F1 C. Accuracy
Non bootstrapping B1 68.92% 54.92% 61.13% 63.99% B2 70.28% 77.60% 73.76% 71.86% Stated Pair LSTM Mean Adadelta 90.04% 60.31% 72.24% 76.10% Stated Pair LSTM Mode Adadelta 89.23% 63.17% 73.97% 77.08% Pair LSTM Max Adadelta 88.46% 65.71% 75.40% 77.90% Pair LSTM Mean Adadelta 89.33% 63.80% 74.44% 77.41%
Bootstrapping
B1 74.38% 86.66% 80.05% 77.74% B2 77.29% 84.85% 80.90% 79.58% Stated Pair LSTM Max Adadelta 78.69% 84.44% 81.47% 80.19% Stated Pair LSTM Mean Adam 80.00% 82.53% 81.25% 80.36% Stated Pair LSTM Mode Adam 80.24% 82.53% 81.37% 80.52% Pair LSTM Max Adadelta 78.07% 84.76% 81.12% 79.86% Pair LSTM Mean Adadelta 78.48% 85.71% 81.94% 80.52% Pair LSTM Mean Adam 80.30% 82.85% 81.56% 80.68% Pair LSTM Mode Adam 77.24% 87.30% 81.96% 80.19%
Table 5: Results of the baselines (B1 and B2) and the configurations evaluated
b e ca u se b e ca u se o f so so t h a t th u s su b se q u e n tl y a s a r e su lt o f th e re fo re h e n ce in r e sp o n se t o a s d u e t o th e re b y so i n so a s a n d fo r d u e a n d s o co n se q u e n tl y si n ce th e n a n d b e ca u se a ft e r so f o r w h e n so o n b e ca u se i n B e ca u se o f S o so i m p re ss e d w it h T h u s so a t th a t b e ca u se so w it h ca n t h e re fo re so b y so i m p re ss e d b y so m u ch t h a t b e ca u se a t th u s : T h e re fo re so b e ca u se so a ft e r so s u cc e ss fu l th a t a cc o rd in g ly in o rd e r ca n t h u s so f a r a s so f ro m
0
1000
1500
2000
F re q u e n cy
Causal Non Causal
Figure 2: Distribution of the most frequent connectives in the class Cause
when Adam optimizer is used, which is a more desirable behaviour."				
A high value of Precision and a high value of Recall mean that there is a good balance between the accuracy in the disambiguation of the causal meaning of the relation and the coverage of different ways of expressing causality.	When both Precision and Recall achieve high values, this indicates an optimal equilibrium between accurately disambiguating causal meanings in relations and comprehensively capturing various expressions of causality.			
To conclude, the system that reached the highest performance is the one that used the mean strategy for zero-padding and the optimizer Adam.	Ultimately, superior performance was attained by the system implementing the mean strategy for zero-padding with the Adam optimizer.	The Adam optimizer paired with the mean strategy for zero-padding produced the system with the most exceptional performance.	The best-performing system was characterized by its use of the Adam optimizer and the mean strategy for zero-padding.	Peak performance was achieved through a system configuration that incorporated both the mean strategy for zero-padding and the Adam optimizer.
Most of the configurations of the proposed neural network outperform the baseline B2.	The baseline B2 is outperformed by most configurations of the proposed neural network.	In most cases, configurations of the proposed neural network achieve superior performance compared to baseline B2.	The majority of neural network configurations we propose demonstrate better results than baseline B2.	Superior performance relative to baseline B2 is exhibited by most configurations of the proposed neural network.
If we look at the values of Precision, our proposal improves the Precision value of B2 by 3.89% .				
However, B2 is better 2.41% according to the Recall value.				
The good Recall value of B2 system entails a drop in the performance according to the Precision.	According to the Precision, the performance drops as a consequence of B2 system's good Recall value.	B2 system's good Recall value results in decreased performance when measured by Precision.	The strong Recall value achieved by B2 system leads to a decline in Precision-based performance.	When B2 system demonstrates good Recall value, this causes performance degradation in terms of Precision.
"This behaviour is also developed by the neural network configurations that use maximum strategy for zero-padding and Adadelta as optimizer, but in those cases the Recall and the Pre-
cision are greater."	Neural network configurations employing maximum strategy for zero-padding and Adadelta as optimizer also exhibit this behaviour, though they achieve superior Recall and Precision values.	The same behaviour emerges in neural network setups that utilize maximum strategy for zero-padding combined with Adadelta as optimizer, with these configurations delivering higher Recall and Precision scores.	When neural networks are configured with maximum strategy for zero-padding and Adadelta as optimizer, this behaviour is likewise observed, accompanied by enhanced Recall and Precision performance.	Neural network architectures that incorporate maximum strategy for zero-padding alongside Adadelta as optimizer demonstrate identical behaviour while producing elevated Recall and Precision metrics.
As previously mentioned, this means that the systems have a large number of false positive instances, so they might not be correctly learning the characteristics of the Causal class.	This indicates that the systems generate numerous false positive instances, as mentioned earlier, which may prevent them from properly acquiring the features of the Causal class.	The abundance of false positive instances in these systems, as noted before, suggests they could be failing to accurately capture the properties of the Causal class.	Given the high volume of false positive instances these systems produce, as discussed previously, it's possible they aren't effectively mastering the attributes of the Causal class.	The systems exhibit extensive false positive instances, which, as stated earlier, may hinder their ability to correctly identify the defining features of the Causal class.
In contrast, “Pair LSTM Mean Adam” reached the best Precision in the Causal class and the less difference between Precision and Recall, thus it also reached a better balance between the accuracy in the disambiguation of the causal relation and the coverage of different ways of expressing causality.	"Conversely, ""Pair LSTM Mean Adam"" achieved the highest Precision for the Causal class while maintaining the smallest gap between Precision and Recall, thereby attaining superior equilibrium between disambiguation accuracy for causal relations and comprehensive coverage of varied causal expression patterns."	"On the other hand, ""Pair LSTM Mean Adam"" obtained optimal Precision scores in the Causal class alongside the minimal disparity between Precision and Recall, resulting in enhanced balance between precise causal relation disambiguation and extensive coverage of diverse causality expression methods."	"By comparison, ""Pair LSTM Mean Adam"" demonstrated peak Precision performance in the Causal class with the smallest Precision-Recall difference, consequently achieving improved harmony between accurate causal relation identification and broad coverage of various causality manifestations."	"Alternatively, ""Pair LSTM Mean Adam"" delivered superior Precision results for the Causal class while exhibiting the narrowest Precision-Recall gap, leading to better equilibrium between disambiguation precision for causal relations and comprehensive representation of different causal expression forms."
"Corpus Version Causal Non Causal Total
Training
Non bootstrapping
7,606 7,929 15,534
Bootstrapping 12,534 8,821 21,354
The class distribution of the AltLex corpus is not balanced (see Table 3), so we reduced the number of instances of the Non Causal by a factor of ten with the aim of evaluating our system with a more balanced dataset."	The AltLex corpus exhibits an imbalanced class distribution (as shown in Table 3), leading us to decrease the Non Causal instances by a factor of ten to assess our system using a more balanced dataset.	Since the class distribution in the AltLex corpus lacks balance (refer to Table 3), we downsized the Non Causal instances tenfold to test our system on a dataset with better balance.	Given that Table 3 reveals an unbalanced class distribution in the AltLex corpus, we reduced Non Causal instances by ten times to create a more balanced evaluation dataset for our system.	An imbalanced class distribution characterizes the AltLex corpus (Table 3 demonstrates this), prompting us to cut the Non Causal instances by a factor of ten for a more balanced system evaluation.
The new corpus size is in Table 6.	Table 6 contains the new corpus size.	In Table 6, you can find the new corpus size.	Table 6 shows the new corpus size.	You will find the new corpus size listed in Table 6.
We assessed the performance of the baseline B1 and the system “Pair LSTM Mean Adam” and the results are in Table 7.	"The results shown in Table 7 present our evaluation of baseline B1 alongside the ""Pair LSTM Mean Adam"" system."	"Table 7 contains the results from our performance evaluation of both baseline B1 and the ""Pair LSTM Mean Adam"" system."	"Our analysis of baseline B1 and the ""Pair LSTM Mean Adam"" system yielded results that are presented in Table 7."	"Performance evaluation was conducted on baseline B1 and the ""Pair LSTM Mean Adam"" system, with findings documented in Table 7."
Regarding the performance of B1 in the “non bootstrapping version”, the Precision is lower and the Recall is higher than in the previous experiments, which means that the number of false positives is large, so it is not learning the characteristics of the class Causal.	"In the ""non bootstrapping version"", B1 shows decreased Precision and increased Recall compared to earlier experiments, indicating a high count of false positives and suggesting it fails to learn the distinguishing features of the class Causal."	"The ""non bootstrapping version"" of B1 exhibits lower Precision alongside higher Recall when compared to prior experiments, revealing an abundance of false positives and demonstrating inadequate learning of class Causal characteristics."	"When examining B1's results in the ""non bootstrapping version"", we observe reduced Precision and elevated Recall relative to previous tests, signaling numerous false positives and indicating poor acquisition of class Causal properties."	"B1's performance in the ""non bootstrapping version"" demonstrates diminished Precision coupled with enhanced Recall versus earlier studies, pointing to excessive false positives and revealing insufficient mastery of class Causal attributes."
As in the previous set of experiments, B1 promotes Recall and penalizes Precision in the “bootstrapping” version of the corpus, which is not a desirable behaviour.	"Similar to the earlier experimental results, B1 enhances Recall while reducing Precision in the corpus's ""bootstrapping"" version, representing an undesirable behavior pattern."	"The ""bootstrapping"" version of the corpus shows B1 boosting Recall and harming Precision, mirroring the previous experiments and constituting unwanted behavior."	"B1 exhibits the same problematic tendency as in prior experiments: it increases Recall but decreases Precision when applied to the ""bootstrapping"" corpus version, creating undesirable outcomes."	"Consistent with the preceding experimental set, the ""bootstrapping"" corpus version demonstrates B1's tendency to improve Recall at the expense of Precision, yielding undesirable results."
In contrast, our network architecture followed the same trend in both set of experiments and with the both version of the corpus.	Our network architecture, however, exhibited consistent behavior across both experimental sets and both corpus versions.	Conversely, both experimental sets and both corpus versions showed identical patterns when using our network architecture.	By comparison, the same pattern emerged from our network architecture regardless of which experimental set or corpus version was used.	Our network architecture, on the other hand, demonstrated uniform trends across all experimental conditions and corpus variants.
"“Pair LSTM Mean Adam”
8
Corpus Method Precision C. Recall C. F1 C. Accuracy
Non bootstrapping B1 63.70% 84.12% 72.50% 67.10%Pair LSTM Mean Adam 76.38% 69,84% 72,96% 73.32%
Bootstrapping B1 67.34% 94.28% 78.57% 73.48%Pair LSTM Mean Adam 72.65% 88.57% 79.82% 76.92%
Table 7: Results of B1 and Pair LSTM Mean Adam with the reduced version of the AltLex corpus
Sentence Training Test B2 Our proposal
The United States decided to break off economic relations with Cuba (which means that they would stop buying things from them)."				
"Causal Non Causal Causal Non Causal
Although Roosevelt had promised to keep the United States out of the war, he nevertheless took concrete steps to prepare for war."				
"Causal Non Causal Causal Non Causal
Greatly alarmed and with Hitler making further demands on the Free City of Danzig, Britain and France guaranteed their support for Polish independence; when Italy conquered Albania in April 1939, the same guarantee was extended to Romania and Greece."				
"Causal Non Causal Causal Non Causal
One of these fragments gives rise to fibrils of amyloid beta, which then form clumps that deposit outside neurons in dense formations known as senile plaques."	These fragments produce amyloid beta fibrils, which subsequently aggregate into clumps that accumulate in dense formations called senile plaques outside neurons.	Amyloid beta fibrils emerge from one of these fragments, later clustering into clumps that settle outside neurons as dense formations termed senile plaques.	From one of these fragments, fibrils of amyloid beta develop, eventually forming clumps that are deposited as dense formations outside neurons, referred to as senile plaques.	Fibrils of amyloid beta are generated by one of these fragments, and these fibrils subsequently create clumps that accumulate outside neurons in dense formations called senile plaques.
"Ambiguous Causal Non Causal Causal
Table 8: Some correctly classified examples by our best configuration and misclassified by B2
significantly improves the performance of B1 according to the McNemar’s test with a P-value of 0.005 and 0.05 respectively."				
As mentioned in the previous sections, there are some linguistic constructions that can represent a causal meaning in some contexts, but not in other and vice-versa.	The preceding sections highlighted how particular linguistic constructions sometimes express causality in certain situations but not in different ones, with the opposite scenario occurring as well.	Some linguistic constructions have the capacity to denote causal relationships under specific circumstances yet lack this ability in alternative contexts, and the converse applies too, according to previous discussions.	Earlier sections noted that particular linguistic constructions might signify causal meaning when used in certain contexts, though they may not possess this capability in others, and the inverse situation also exists.	Certain linguistic constructions possess the ability to express causal relationships in particular contexts but may not demonstrate this capacity elsewhere, with the reverse situation also being possible, as outlined in foregoing sections.
A better balance between Precision and Recall in the Causal class means that the system learns the causal meaning better.	When the system achieves improved equilibrium between Precision and Recall for the Causal class, it demonstrates enhanced learning of causal meaning.	Enhanced learning of causal meaning occurs when there is superior balance between Precision and Recall within the Causal class.	The system's ability to learn causal meaning improves as the balance between Precision and Recall in the Causal class becomes more optimal.	Improved understanding of causal meaning by the system results from achieving a more favorable balance between Precision and Recall in the Causal class.
Roughly speaking, the quality of the causal disambiguation is better, also for those lexical markers that are mostly Causal in the training data.	Generally, the causal disambiguation demonstrates superior quality, including for those lexical markers that predominantly appear as Causal in the training data.	In broad terms, causal disambiguation performs better, even when considering lexical markers that are primarily Causal within the training dataset.	The causal disambiguation exhibits improved quality overall, particularly for lexical markers that show up mainly as Causal in the training corpus.	Speaking in general terms, better quality characterizes the causal disambiguation, extending to lexical markers that are chiefly Causal in the training data.
We present some correctly classified examples by our best configuration and misclassified by B2 in Table 8.	Table 8 shows examples that our best configuration classified correctly while B2 misclassified them.	Examples that our top-performing configuration got right but B2 got wrong are provided in Table 8.	Our finest configuration successfully classified certain examples that B2 failed on, as demonstrated in Table 8.	We include in Table 8 several examples that our optimal configuration classified properly whereas B2 classified improperly.
It shows the class of the instance in the test corpus and the value of the most frequent class in the training corpus.	The class of the instance from the test corpus is displayed alongside the value of the most frequent class found in the training corpus.	What appears is the instance's class within the test corpus together with the most frequent class value from the training corpus.	Both the test corpus instance's class and the training corpus's most frequent class value are presented.	The display includes the class assigned to the test corpus instance as well as the most frequent class value derived from the training corpus.
The behaviour of the verb break should be stressed since it is considered as a causative verb.	Since break is considered a causative verb, its behaviour should be emphasized.	It is important to emphasize the behaviour of the verb break because it is regarded as a causative verb.	The verb break, being considered a causative verb, requires that its behaviour be stressed.	Emphasis should be placed on how the verb break behaves, given that it is considered a causative verb.
However, there are some other uses of break that do not have a causal meaning (see Table 8).				
The behaviour of the proposed system with the connective which then is also remarkable.	The connective which then also produces remarkable behaviour in the proposed system.	Also remarkable is how the proposed system behaves when using the connective which then.	When the connective which then is employed, the proposed system exhibits behaviour that is equally remarkable.	The proposed system demonstrates remarkable behaviour as well when the connective which then is utilized.
That connective is totally ambiguous, because it only has one instance labelled as Causal and other as Non Causal in the training data.	The training data contains just one instance marked as Causal and another marked as Non Causal for that connective, making it completely ambiguous.	Complete ambiguity characterizes that connective since the training data provides only a single Causal example alongside one Non Causal example.	With merely one Causal instance and one Non Causal instance in the training data, that connective exhibits total ambiguity.	That connective demonstrates complete ambiguity given that the training data includes solely one example labelled as Causal and one as Non Causal.
We have to take into account that we work with word embeddings, so if the individual words which and then are over-represented in one class, that fact can determine the behaviour of the classification system.	Given that our approach relies on word embeddings, the classification system's behavior may be influenced by the over-representation of individual words like which and then within a particular class.	Since word embeddings form the basis of our work, over-representation of specific words such as which and then in a single class could dictate how the classification system performs.	The fact that we operate using word embeddings means that when individual words like which and then appear disproportionately in one class, this imbalance has the potential to control the classification system's behavior.	Our reliance on word embeddings necessitates acknowledging that the classification system's behavior could be shaped by the disproportionate presence of individual words like which and then in a particular class.
The individual term which does not appear in any instance of the training corpus, while the word then is mostly in sentences without a causal meaning.	While the word then typically occurs in sentences lacking causal meaning, the individual term fails to appear in any training corpus instance.	Whereas the individual term remains completely absent from all training corpus instances, then is typically found in sentences that convey no causal meaning.	Throughout the training corpus, the individual term never appears in any instance, while then is generally present in sentences without causal content.	
Despite the difficulty of the expression which then, we can see in Table 8 that our proposed system correctly disambiguate its causal meaning, while the system of Hidey and McKeown (2016) does not.	Although the expression which then presents challenges, Table 8 demonstrates that our proposed system accurately disambiguates its causal meaning, whereas the system developed by Hidey and McKeown (2016) fails to do so.	Table 8 reveals that our proposed system successfully disambiguates the causal meaning of the problematic expression which then, in contrast to the system by Hidey and McKeown (2016), which does not achieve this disambiguation.	Even though which then is a difficult expression, our proposed system manages to correctly disambiguate its causal meaning according to Table 8, unlike the approach taken by Hidey and McKeown (2016).	The results in Table 8 show that while the expression which then poses disambiguation challenges, our proposed system handles its causal meaning correctly, but the Hidey and McKeown (2016) system does not.
Therefore, the results reached and those examples allow us to confirm our claim that the encoding of the context is required for the disambiguation of the causal meaning as we have shown in this paper.	The findings we obtained and the examples presented enable us to validate our assertion that contextual encoding is necessary for disambiguating causal meaning, as demonstrated throughout this paper.	Our claim regarding the necessity of context encoding for causal meaning disambiguation is confirmed by both the results achieved and the examples provided in this work.	The data we gathered, along with the accompanying examples, substantiate our hypothesis that contextual encoding plays a crucial role in disambiguating causal meaning, as presented herein.	Through the results obtained and examples analyzed, we can affirm our proposition that context encoding serves as a requirement for achieving disambiguation of causal meaning in this study.
We defined the task of causation classification as a task composed of another two subtasks: causal meaning classification and causal argument classification.	The causation classification task was decomposed by us into two constituent subtasks: causal meaning classification and causal argument classification.	Our definition of causation classification involves breaking it down into two component subtasks: causal meaning classification and causal argument classification.	Two subtasks form the basis of our causation classification task definition: causal meaning classification and causal argument classification.	The causation classification task, as we conceptualized it, consists of two underlying subtasks: causal meaning classification and causal argument classification.
The paper was focused on the first subtask, and we claim that the encoding of the two events of the relation is required for a suitable disambiguation of causality.	We assert that properly encoding both events within the relation is essential for adequate causality disambiguation, as this paper concentrated on the initial subtask.	Our claim centers on the necessity of encoding both relational events to achieve appropriate causality disambiguation, with this work targeting the first subtask specifically.	Focusing on the initial subtask, this study maintains that adequate causality disambiguation demands the encoding of both events comprising the relation.	The initial subtask served as this paper's primary focus, while we argue that suitable causality disambiguation requires encoding both events that constitute the relation.
We proposed an encoding system based on a neural network with two inputs, one for the first event and the other for the lexical marker and the second event.	A neural network-based encoding system was proposed by us, featuring two inputs: one dedicated to the first event and another to the lexical marker and the second event.	Our proposal involved an encoding system that utilizes a neural network architecture with dual inputs—the first handling the first event, while the second processes the lexical marker and the second event.	An encoding system has been proposed that employs a neural network containing two separate inputs, where one input processes the first event and the other handles the lexical marker and the second event.	The encoding system we put forward relies on a neural network designed with two distinct inputs: one input for the first event, and another input for both the lexical marker and the second event.
Our proposed system outperforms the state-of-the-art.				
We also showed the success of the system in some non-causative sentences but with commonly causative verbs (see Table 8).	The system's effectiveness was also demonstrated on non-causative sentences that contained verbs typically associated with causative constructions (see Table 8).	Additionally, we demonstrated that the system performed well on sentences featuring commonly causative verbs used in non-causative contexts (see Table 8).	Table 8 illustrates how the system also succeeded when processing non-causative sentences that employed verbs frequently found in causative constructions.	Success was likewise achieved by the system when handling sentences that were non-causative yet included verbs commonly used causatively (see Table 8).
One of the problems of the task is the lack of resources, so, as future work, we plan the creation of a new corpus for the two subtasks of causality classification, namely causality disambiguation and causality argument classification.	A key challenge in this task stems from insufficient resources; therefore, our future work will involve developing a new corpus specifically for both causality classification subtasks: causality disambiguation and causality argument classification.	The scarcity of resources represents a significant obstacle for this task, which is why we intend to construct a novel corpus dedicated to the dual subtasks within causality classification—causality disambiguation and causality argument classification.	Resource limitations constitute a major issue for this task, leading us to propose the development of a fresh corpus that will address both causality classification subtasks: causality disambiguation and causality argument classification.	Among the challenges facing this task is the shortage of available resources, prompting our plans to build a new corpus targeting the two causality classification subtasks of causality disambiguation and causality argument classification.
9				
